db1.tbl2.col1,db1.tbl2.col2,db1.tbl2.col3,db1.tbl2.col4
1980,6114,59,2147480657
3182,949,74,2147475967
-1580,-735,45,2147479558
-1363,-3410,39,2147480186
-3001,-6774,58,2147476843
-4305,196,44,2147476605
2470,5007,41,2147479986
3733,-179,20,2147481559
4764,5908,2,2147483036
4959,8027,65,2147476922
3392,6840,10,2147482896
-103,-66,23,2147476696
-2986,-6605,49,2147475554
-1345,1593,87,2147476587
409,-2499,20,2147482380
3549,4196,24,2147482357
2913,5460,3,2147482263
1465,-2038,42,2147482697
-2049,-5811,46,2147477825
-1035,-349,22,2147480106
-2220,178,59,2147475400
789,-3775,87,2147481095
2570,5050,20,2147475314
2190,3877,65,2147475511
2651,3226,86,2147478109
3851,-990,50,2147478860
3244,5090,14,2147475766
2226,2816,57,2147479274
4227,5273,25,2147483189
2016,4774,89,2147481006
2161,-955,91,2147482910
1352,5361,58,2147475401
1468,5548,89,2147480787
3859,6677,44,2147483260
738,-30,65,2147480008
571,4581,34,2147477913
3389,4480,95,2147475036
-3052,-958,93,2147482459
-4766,-646,63,2147483096
-4478,-3574,83,2147477366
832,2954,76,2147480562
-3876,-3255,26,2147479169
4215,4887,86,2147474658
-3481,-2704,79,2147474073
3418,3773,30,2147480566
574,-354,11,2147480656
-576,-2339,96,2147482056
-2984,1404,44,2147479961
-1024,-4273,31,2147482449
2170,3639,53,2147473833
-4461,-8000,65,2147482564
-4766,-8218,86,2147482663
-3327,-1619,31,2147483607
-1252,-3079,14,2147474832
3016,5027,54,2147482023
3088,6666,40,2147477256
-2936,-4683,39,2147477414
3931,332,71,2147483459
-786,-2559,48,2147477974
-1134,-316,85,2147481283
4889,3952,37,2147476083
1198,223,55,2147474382
-1291,-136,33,2147473805
-421,-4449,0,2147483181
-598,-1046,9,2147478952
1919,5754,39,2147477140
-2796,-2451,15,2147476902
243,1857,87,2147481412
223,3807,45,2147474723
1683,-3040,23,2147478770
690,3349,13,2147481838
1410,5062,89,2147481489
102,2108,38,2147480399
3682,-246,17,2147478783
2605,7520,83,2147480021
3350,3131,40,2147478647
2763,3702,55,2147476612
-3304,-6358,35,2147482728
241,1661,23,2147481670
1589,2942,89,2147478773
85,722,28,2147474781
3811,6699,21,2147477886
-42,4755,10,2147479674
2866,5026,40,2147479434
3548,5734,48,2147480220
4077,8552,10,2147482005
3988,2630,51,2147479741
-2105,-512,66,2147481960
3711,1923,84,2147476645
-1577,399,74,2147479959
-1333,-360,7,2147476803
-2532,-1315,30,2147474068
3155,1738,73,2147483569
3148,365,5,2147476483
-1362,2773,80,2147478011
2618,1565,70,2147475733
-2213,219,95,2147480717
-1682,2176,12,2147481118
-1257,2535,5,2147476033
4171,1622,66,2147483617
2778,1474,26,2147476025
-2235,-2866,44,2147476505
-4308,-6146,25,2147475103
-2839,506,3,2147482828
4256,3456,36,2147475538
520,-2708,20,2147482489
-2129,-6469,27,2147476076
-4301,-1831,81,2147479857
-443,-3264,31,2147475965
-3578,-5398,52,2147481886
4583,197,32,2147481696
-2532,2050,25,2147480995
-4711,-1591,16,2147475763
2415,4186,55,2147480930
-42,3403,92,2147480841
-224,-4400,83,2147473720
445,-3175,29,2147477105
-1844,-2537,4,2147475670
810,4343,5,2147477733
-918,-2678,61,2147481236
3497,1246,9,2147482866
-4795,-2443,69,2147475191
2214,1025,9,2147478144
-2292,-5301,84,2147479431
-462,3250,43,2147478397
-1449,-3617,55,2147478693
-4848,-4094,3,2147474495
4944,2554,12,2147483335
-801,-1947,73,2147474582
2365,437,79,2147475043
-4834,-9326,18,2147480222
-1511,-5831,69,2147474186
260,-383,89,2147481910
-2708,-6170,61,2147482095
3752,8043,8,2147474549
-2770,-3483,45,2147482509
4689,2860,55,2147475531
2619,3652,73,2147481979
3234,141,39,2147476350
-827,-4534,66,2147483286
1871,-157,82,2147477807
2032,-1976,61,2147483134
-2760,-6284,98,2147482707
-4001,-7146,45,2147475064
-2237,-3574,5,2147478611
2256,987,28,2147478521
4729,2822,18,2147478769
-932,-2655,14,2147476230
-310,-715,56,2147474006
3160,-1728,37,2147475148
-4861,-8437,20,2147481767
3708,4751,50,2147475586
1261,-2852,38,2147474462
-1049,-2489,86,2147482435
1340,4398,19,2147478714
2846,6489,1,2147482066
-2562,2179,31,2147477483
941,3585,91,2147478560
2196,3107,3,2147479734
-544,4063,6,2147479942
788,-4011,2,2147475712
2737,7270,24,2147475999
808,2970,8,2147483377
633,1388,86,2147481012
3345,-137,86,2147475012
-2805,-4251,25,2147474732
-3694,-4845,63,2147473914
178,-2267,17,2147481799
4280,1922,87,2147483110
-243,-2249,90,2147481874
-3187,614,1,2147478529
1124,4599,0,2147473715
-4184,-1880,47,2147473836
-3080,-263,79,2147477784
2967,6334,62,2147474330
-4631,-7813,87,2147476786
-3221,-547,35,2147483171
-1324,-3898,62,2147476838
-2038,-6179,74,2147474500
4256,3273,25,2147481001
-3866,-3700,5,2147480885
1136,1621,25,2147482596
39,-64,92,2147475342
-1099,-4762,42,2147483147
-3449,-6820,0,2147476243
4865,1226,8,2147479115
283,2893,26,2147474866
-3986,-8384,70,2147479547
-4511,-2647,2,2147482323
3024,-1682,60,2147478331
-2088,2821,72,2147481095
-1742,-3925,1,2147481648
-542,-235,73,2147481407
-4321,-3583,80,2147482961
2697,5730,30,2147473929
2352,4267,64,2147482469
-30,2973,17,2147476114
4014,2088,5,2147477823
-3363,-3260,41,2147478569
-2968,-5207,67,2147480204
-2332,-6530,3,2147476029
-2813,-5483,98,2147476584
3468,-1472,3,2147483191
-2409,1349,64,2147480554
-3800,-5946,40,2147480961
1972,-2892,42,2147482676
2206,-2133,94,2147479787
1219,4362,54,2147477097
-3300,-5600,18,2147481222
1038,1202,20,2147476649
-4404,-4859,57,2147479647
-243,-859,29,2147478722
2081,5771,6,2147482272
-3327,-21,68,2147479196
-2706,-4076,63,2147477995
-493,290,1,2147479767
3328,1688,66,2147480698
-4982,-7740,78,2147479590
3640,588,73,2147482060
-764,1137,8,2147478303
-4762,-9558,22,2147478825
-610,-2923,13,2147477456
388,4928,53,2147481464
4012,-796,44,2147481522
1314,4756,96,2147479485
-1300,3059,15,2147474427
4288,1967,83,2147475910
-4496,317,71,2147481533
-1184,-5467,97,2147478379
57,-935,94,2147474687
-1236,-1599,56,2147481603
1801,5376,7,2147481214
-1281,-3700,24,2147475928
1328,2319,40,2147483643
-220,-1043,61,2147475036
3181,563,76,2147480729
-4366,595,17,2147480810
951,1577,49,2147481767
-2110,-871,40,2147477156
-4103,174,33,2147475766
2291,-1204,99,2147475230
255,-4496,80,2147481540
-1561,-3707,11,2147477093
330,3201,79,2147482297
-2382,-2704,76,2147476466
-2058,1353,74,2147474324
-4010,-7198,77,2147483253
876,5561,41,2147480011
-2109,2788,54,2147482745
1410,-3537,91,2147479035
944,3348,58,2147479397
1859,5700,50,2147479984
-1199,-3638,87,2147473759
-4143,-4257,52,2147477027
-666,-1376,80,2147477521
1111,362,8,2147481155
2957,1003,93,2147476799
2647,2580,2,2147481293
1483,-3314,7,2147479254
